Job Title,Company,Location,Salary,Description,Communication,Programming,Management
Software Engineer,Small,East,202500.0,"Engage in hands-on coding and architectural design, setting and maintaining high technical standards for a high performing team.&hellip;
Skills: System design, Microservices, Project management, Leadership, Communication skills",1,0,0
Software Engineer,Small,East,78000.0,"Strong communication skills to effectively convey technical concepts to non-technical stakeholders. Participates in the testing process through test review and…&hellip;
Skills: MVC, EDI, System architecture, Microsoft SQL Server, Git",0,0,0
Software Engineer,Small,East,112000.0,"Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience).&hellip;
Skills: Computer science, React, Java, AWS, Software development",0,0,0
Software Engineer,Small,East,105000.0,"VOCAL has over 38 years of expertise in telecommunications engineering for the industrial, commercial and military/DoD markets with comprehensive product…&hellip;
Skills: Statistics, Computer science, Signal processing, C, Algorithm design",0,0,0
Software Engineer,Small,East,151000.0,"Collaborate with other engineering disciplines and program personnel to develop and support Electronic Warfare systems. Experience with Linux operating systems.&hellip;
Skills: Computer science, DevOps, Electronic warfare, Analysis skills, C++",0,1,0
Software Engineer,Small,East,165000.0,"Bachelor's degree in Computer Science or related field (or equivalent experience). Collaborate closely with cross-functional teams to translate business…&hellip;
Skills: Computer science, Node.js, CSS, React, Relational databases",0,0,0
Software Engineer,Small,East,200000.0,"Requires a Bachelor's degree in Computer Science or a related field and 3 years of experience or alternatively, a Master's degree in same and 1 year of…&hellip;
Skills: Computer science, Node.js, JavaScript, PostgreSQL, REST",0,0,0
Software Engineer,Small,East,170000.0,"Bachelor’s degree in Computer Science, Information Systems, Software, Electrical or Electronics Engineering, or comparable field of study, and / or equivalent…&hellip;
Skills: Node.js, AWS, JavaScript, Agile, Metadata",0,0,0
Software Engineer,Small,East,105000.0,"Bachelor’s degree in Computer Science, Engineering, or a related field, or equivalent practical experience. Knowledge of infrastructure-as-code (IaC) tools such…&hellip;
Skills: CI/CD, Computer science, Software troubleshooting, Kubernetes, Software deployment",0,1,0
Software Engineer,Small,East,175000.0,"B.S., M.S. or Ph.D. in machine learning, computer science, engineering or related technical discipline. Knowledge of software engineering practices for working…&hellip;
Skills: TensorFlow, Research, Machine learning, Software development, AI",0,0,0
Software Engineer,Small,East,222500.0,"Work together with multi-functional teams to develop the best overall product. You have experience with other state management libraries.&hellip;
Skills: Management, CSS, React, JavaScript, SASS",0,0,1
Software Engineer,Small,East,240000.0,"You’ll collaborate with product, design, and data science teams to identify growth opportunities and design experiments that validate hypotheses.&hellip;
Skills: Mentoring, Project leadership, Leadership",0,0,0
Software Engineer,Small,East,240000.0,"You’ll own and lead projects, step up as a trusted member of the team’s oncall rotation, advocate for technical and process changes, and follow best practices…&hellip;
Skills: Go, SQL, AWS, Project leadership, Communication skills",1,1,0
Software Engineer,Small,East,250000.0,"5+ years of experience in front-end development, primarily with React, Next.js, and TypeScript. We deliver seamless, on-chain trading experiences with advanced…&hellip;
Skills: CI/CD, Management, Node.js, React, Relational databases",0,1,1
Software Engineer,Small,East,147000.0,"*BS in Computer Science, Software Engineering, or other technical field* or equivalent education and work experience.&hellip;
Skills: CI/CD, Computer science, SAFe, Management, Military",0,1,1
Software Engineer,Small,East,83200.0,"Develop and maintain user-facing features using React.js and related front-end technologies. Stay up to date with the latest front-end technologies and best…&hellip;
Skills: CI/CD, Node.js, CSS, Software troubleshooting, React",0,1,0
Artificial Intelligence,Small,East,166500.0,"Collaborate with a cross functional agile team spanning user research, design, data science, product management, and engineering to build new product features…&hellip;
Skills: TensorFlow, Java, Machine learning, Scala, Product management",0,0,0
Software Engineer,Small,East,83500.0,"Play a key role as a Scrum/Agile team member in the design, development, deployment, and support of our web applications.&hellip;
Skills: Azure, CSS, C#, .NET, SQL",0,1,0
Software Engineer,Small,East,177000.0,"Collaborate with other engineering disciplines and program personnel to develop and support Electronic Warfare systems. Experience with Linux operating systems.&hellip;
Skills: DevOps, Analysis skills, C++, Software development, Agile",0,1,0
Artificial Intelligence,Small,East,83200.0,"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, C#, English, SQL, C++",1,1,0
Software Developer,Small,East,82500.0,"Interact with stakeholders to gather business requirements, propose, design, develop detailed functional and technical specifications.&hellip;
Skills: Cloud infrastructure, Oracle, XML, Load balancing, System architecture",0,0,0
Software Developer,Small,East,83200.0,"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, C#, English, SQL, C++",1,1,0
Software Engineer,Small,East,177000.0,"Effectively and respectfully drive technical team interactions, persuasively influencing architecture, software design, implementation, and incident recovery.&hellip;
Skills: CI/CD, Go, Java, Analysis skills, Human resources",0,1,0
Software Developer,Small,East,114400.0,"Candidate will develop, design, test and deploy websites as well as support and maintain existing functionality. .NET Core: 1 year (Preferred).&hellip;
Skills: MVC, CSS, Mobile applications, .NET Core, C#",0,1,0
Software Engineer,Large,East,410000.0,"Leveraging a blend of Netflix innovations and both first-party and third-party solutions, we deliver ads that respect the viewing experience while driving…&hellip;
Skills: Host/hostess experience, A/B testing, Martech, Leadership, Negotiation",0,0,0
Software Engineer,Small,East,71000.0,"We develop innovative software solutions for the social advertising industry and look for others who like to dive deep into code, integrate with the latest…&hellip;
Skills: Social listening, Node.js, Databases, AWS, Docker",0,0,0
Artificial Intelligence,Small,East,98592.0,"Determine level of urgency of service support requests; develop recommendations and implement solutions that reflect customer and Abbott business need.&hellip;
Skills: Laboratory experience, Technical support, Assays",0,0,0
Software Developer,Small,East,83200.0,"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, C#, English, SQL, C++",1,1,0
Artificial Intelligence,Small,East,90000.0,"Familiarity with developing electrical schematics and modern automation hardware best practices. Focusing on contract manufacturing, we leverage our expertise…&hellip;
Skills: Schematics, CAD, Fanuc, Microsoft Office, Statistical analysis",0,0,1
Software Engineer,Small,East,333000.0,"A willingness and comfort in communicating remotely through chat, docs, video calls, and other collaborative online tools. Plus join the gym on us!&hellip;
Skills: CI/CD, Go, Kubernetes, C#, English",1,1,0
Software Engineer,Small,East,213000.0,"Collaborate cross-functionally: Partner closely with product, design, and data science teams to deliver innovative solutions.&hellip;
Skills: Medical billing, Software development, Leadership, Communication skills",1,0,0
Software Engineer,Small,US,220000.0,"You’ll design and deliver features with a high degree of independence, collaborating directly with customers on product discovery and support.&hellip;
Skills: CSS, React, JavaScript, PostgreSQL",0,0,0
Software Engineer,Small,East,208500.0,"BS degree in Computer Science, similar technical field of study or equivalent practical experience. Design, develop, test, deploy, maintain and improve software…&hellip;
Skills: Web design, Computer science, Go, Java, C++",0,1,0
Artificial Intelligence,Small,East,166500.0,"Collaborate with a cross functional agile team spanning design, data science, product management, and engineering to build new technologies and features.&hellip;
Skills: TensorFlow, Spark, Google Cloud Platform, Java, SQL",0,1,0
Software Engineer,Large,East,199500.0,"Delivering results by driving execution of programs spanning multiple organizations from strategy to rollout. 4+ years of non-internship professional front end,…&hellip;
Skills: Authentication, SSO, MVC, CSS, Software troubleshooting",0,0,0
Software Engineer,Small,East,180000.0,"You’ll get to work with technologies that maximize engineering productivity. Talk to recruiters to understand their problems and design solutions.&hellip;
Skills: React, DevOps, SQL, JavaScript, APIs",0,1,0
Software Developer,Small,East,62400.0,"Develop and maintain user-friendly websites using HTML, CSS, and JavaScript, ensuring responsive design and optimal performance.&hellip;
Skills: Web accessibility, Web design, SFTP, Website maintenance, Management",0,0,1
Software Engineer,Small,East,220000.0,"You are an empathetic communicator who can work seamlessly with technical and non-technical stakeholders. Directing directly into our VP of Engineering, you…&hellip;
Skills: Node.js, Mobile applications, MongoDB, AWS",0,0,0
Software Engineer,Small,East,165000.0,"Collaborate closely with design and product managers to plan and develop new UIs for upcoming initiatives. Proficiency in Git / GitHub, branching methodologies,…&hellip;
Skills: CI/CD, Node.js, CSS, React, Employee orientation",0,1,0
Software Engineer,Small,East,75500.0,"Design, develop, implement and support innovative solutions in alignment with Arbor's technology roadmap and corporate objectives.&hellip;
Skills: Computer science, Management, CSS, Bootstrap, XML",0,0,1
Software Engineer,Small,East,120000.0,"Responsibilities: Building best-in-class web-based UI that emphasizes ease-of-use, simplicity, clarity, and performance Contributing to all aspects of the…&hellip;
Skills: Computer science, CSS, iOS development, Data structures, System architecture",0,0,0
Software Engineer,Small,East,120640.0,"Your role includes estimating delivery timelines, participating in code and design reviews, and upholding high code quality standards through performance…&hellip;
Skills: React, PHP, JavaScript, Redux, APIs",0,0,0
Software Engineer,Small,East,225000.0,"A willingness and comfort in communicating remotely through chat, docs, video calls, and other collaborative online tools. Plus join the gym on us!&hellip;
Skills: CI/CD, Go, Kubernetes, C#, English",1,1,0
Software Engineer,Small,East,145000.0,"We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account…&hellip;
Skills: CI/CD, Oracle, Management, Gradle, CSS",0,1,1
Software Engineer,Large,East,129000.0,"2+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience.&hellip;
Skills: Computer science, SDLC, Design patterns",0,0,0
Software Developer,Small,East,94640.0,"Job responsibilities will include requirements analysis, design, coding, unit and integration testing of software, and support of management system.&hellip;
Skills: JBoss, Computer science, XML, DB2, Relational databases",0,0,0
Software Engineer,Small,East,151840.0,"Strong communication skills to give team leads timely updates on status of work and call out when you are blocked. Salaried personnel receive paid time off.&hellip;
Skills: React, PHP, Product management, APIs, Communication skills",1,0,0
Software Engineer,Small,East,93600.0,"You will collaborate closely with our development and operations teams to drive a cloud-first methodology and design resilient, scalable architectures that meet…&hellip;
Skills: CI/CD, Cloud infrastructure, Azure, Cloud architecture, DevOps",0,1,0
Software Engineer,Small,East,185000.0,"Interact with hardware, software, and firmware developers as well as engineering tool providers to identify appropriate solutions for the most challenging…&hellip;
Skills: Program management, Rust, Go, Analysis skills, C++",0,1,0
Software Engineer,Small,East,95500.0,"In this role, you will work collaboratively with other programming team members and with senior business managers to creatively address core ERP improvements to…&hellip;
Skills: FTP, EDI, CSS, IIS, Visual Basic",0,0,0
Software Developer,Small,East,100000.0,"BA/BS degree in Computer Science or related field. _Push Yourself:_ Thrive in a fast-paced environment that empowers you to develop your personal skills as well…&hellip;
Skills: CI/CD, Azure, DevOps, Mobile applications, .NET Core",0,1,0
Software Engineer,Small,East,62500.0,"Longi Engineering, a New York City based Microsoft Partner is looking for a full-time Software Engineer. If you have experience with Open Source technology such…&hellip;
Skills: Power BI, React, Microsoft SQL Server, Databases, SQL",0,1,0
Software Developer,Small,East,41600.0,"Ability to use the computer programming software like Mastercam, various hand tools and measuring equipment including but not limited to, micrometer, depth…&hellip;
Skills: Mazatrol, CNC lathe, Calipers, Micrometer, Manufacturing",0,0,0
Software Engineer,Small,East,147500.0,"Role entails to partner with MAS investing group and an energetic team in engineering in building a portfolio construction and order creation platform/toolset…&hellip;
Skills: Node.js, CSS, React, Relational databases, Data structures",0,0,0
Software Engineer,Small,East,162500.0,"You have worked in scaled product organisations and promote engineering excellence through architectures that deliver robust, scalable systems; having designed,…&hellip;
Skills: Mentoring, AI, Requirements gathering",0,0,0
Software Engineer,Small,East,108000.0,"Role: Software Analyst Location: Hybrid- Albany, NY…&hellip;",0,0,0
Software Engineer,Small,East,127500.0,"Skilled in debugging tools (Grafana, Charles Proxy, browser dev tools). You’ll work closely with product, ad ops, and sales teams to develop and implement…&hellip;
Skills: Management, React, Google Ad Manager, Google Tag Manager, JavaScript",0,0,1
Software Engineer,Small,East,183500.0,"Formal training or certification on software engineering concepts and 5+ years applied experience. As a core technical contributor, you are responsible for…&hellip;
Skills: CI/CD, Oracle, Software troubleshooting, React, Kubernetes",0,1,0
Software Engineer,Small,East,174500.0,"Bachelor’s degree in Computer Science, Information Systems, Software Engineering, Electrical or Electronics Engineering, or comparable field of study, and/or…&hellip;
Skills: CI/CD, Azure, Software deployment, Data structures, Git",0,1,0
Software Engineer,Small,East,225000.0,"Acting as the technical subject matter expert: Mentoring fellow engineers, demonstrating technical expertise, and leading a small team solving challenging…&hellip;
Skills: Computer science, React, Mobile applications, Test-driven development, J2EE",0,0,0
Other,Small,East,147500.0,"You will design and implement complex, scalable system for portfolio, performance and risk analytics platforms for usage across AM public.&hellip;
Skills: Computer science, Java, SQL, OOP, AWS",0,1,0
Software Developer,Small,East,183000.0,"Development and implementation of quantitative models and strategies to derive insight into market trends and optimize trading decisions, pricing, and risk…&hellip;
Skills: Microsoft Excel, Python, SDLC",0,0,0
Software Engineer,Small,East,267000.0,"You have led impactful technical initiatives in an environment where performance, cost efficiency, ease of use, and resilience/operability are first-order…&hellip;
Skills: Relational databases, Databases, Distributed systems, AI",0,0,0
Software Developer,Small,East,175000.0,"Collaborate with cross-functional teams to design and implement backend services using Golang. Collaborate with front-end developers to integrate user-facing…&hellip;
Skills: Cloud infrastructure, Go, Cassandra, Kubernetes, Google Cloud Platform",0,0,0
Software Engineer,Small,East,132500.0,"Bachelor’s degree in computer science or related field. Execute on the implementation of our tools roadmap that includes an CI/CD pipeline that will be…&hellip;
Skills: CI/CD, DevOps, C#, Google Cloud Platform, Java",0,1,0
Software Engineer,Small,East,175000.0,"Develop and Enhance: Contribute to building a communications engine that uses data and machine learning to tailor communications, driving engagement and…&hellip;
Skills: System architecture, AWS, Analysis skills, Machine learning, Terraform",0,0,0
Software Engineer,Small,East,157500.0,"Implementing algorithms related to monetary transaction evaluation, risk management, income verification, and other predictive models.&hellip;
Skills: Kubernetes, Google Cloud Platform, Java, SQL, Docker",0,1,0
Software Engineer,Small,East,129000.0,"*Bachelor’s degree* in Computer Science, Engineering, or a related field (or equivalent experience). Experience with *state management libraries (Redux, MobX,…&hellip;
Skills: Web accessibility, Computer science, Management, CSS, React",0,0,1
Software Engineer,Small,East,105000.0,"Completed the ISTQB foundation level certification/ISTQB Agile Tester certification preferred. Participate in test strategy, test cases/suites design,…&hellip;
Skills: Jira, CI/CD, React, Kubernetes, C#",0,1,0
Software Engineer,Small,East,125000.0,"Serves as a principal application designer for major modifications effectively using analytical and technical skills and available technology and tools in the…&hellip;
Skills: .NET, Application development, Analysis skills, Presentation skills, Systems analysis",0,0,0
Software Engineer,Large,East,253000.0,"Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.&hellip;
Skills: Computer science, Operating systems, C#, Java, C++",0,1,0
Software Engineer,Small,East,200000.0,"The goal of Bloomberg Connectivity & Integration (BCI) group is to provide a platform for customers to integrate Bloomberg products with their own highly…&hellip;
Skills: React, .NET Core, C#, Bloomberg, Java",0,1,0
Software Engineer,Small,East,90000.0,"Through deep client partnerships with some of the world's largest, most complex and demanding capital markets firms, we develop the flexible tools, technology…&hellip;
Skills: C#, Continuous integration, Software development, Linux, Python",0,1,0
Other,Small,East,110000.0,"Valid driver’s license in your state of residence and reliable personal vehicle. Provide classroom training to end users on Microsoft SSRS, Crystal Reports, and…&hellip;
Skills: Crystal Reports, Visual Basic, C#, Microsoft SQL Server, SSRS",0,1,0
Artificial Intelligence,Small,East,83200.0,"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, C#, English, SQL, C++",1,1,0
Artificial Intelligence,Small,East,115000.0,"The Senior Control Systems Engineer is responsible for leading the design, integration, and optimization of electrical control systems for conveyors, robotics,…&hellip;
Skills: AutoCAD, OSHA, Schematics, Fanuc, NEC",0,0,0
Software Developer,Small,East,97760.0,"Proficient in IBM I-Series AS/400 Technology using programming languages RPG III, RPG IV, ILE, CL/400, CLLE, SQLRPGLE, Free Format RPG Programming and DB2/400…&hellip;
Skills: ASP.NET, XML, DB2, Java, SQL",0,1,0
Software Developer,Small,East,85000.0,"Collaborate across the engineering department to ensure adherence to best practices. Strong knowledge of software principles, application architecture, data…&hellip;
Skills: MVC, CSS, React, WordPress, Web development",0,1,0
Software Developer,Small,East,175000.0,"Collaborate with cross-functional teams to design and implement backend services using Golang and other relevant technologies. Unix Systems: 3 years (Required).&hellip;
Skills: Cloud infrastructure, Go, Cassandra, Kubernetes, Google Cloud Platform",0,0,0
Software Engineer,Small,East,185000.0,"Be a critical part of the technical infrastructure roadmap. Experience with monitoring, logging, and observability tools. What we're looking for.&hellip;
Skills: CI/CD, DevOps, AWS, Terraform",0,1,0
Software Engineer,Small,East,160000.0,"The anticipated full-time annualized salary range will be contingent upon various factors, including but not limited to, relevant experience, market data, job…&hellip;
Skills: Personal injury law",0,0,0
Software Engineer,Small,East,274500.0,"You're skilled at articulating technical concepts to a broad range of technical and non-technical stakeholders, including through approachable documentation.&hellip;
Skills: Go, React, Social media management, Relational databases, NoSQL",0,0,0
Software Engineer,Small,East,137500.0,"Must possess at least 3 years of experience in computer science, applied mathematics, engineering, or a related technical field, required.&hellip;
Skills: CI/CD, Computer science, TCP, System administration, Azure",0,1,0
Software Engineer,Small,East,152500.0,"Independently develop componentized, responsive and elegant SPA functionality with an eye toward streamlined, design-driven UX, building primarily in VueJS +…&hellip;
Skills: Jira, Node.js, CSS, Kubernetes, NoSQL",0,1,0
Software Engineer,Small,East,144000.0,"Forms technical documents such as a design specification document. Operates under limited guidance and work assignments involve moderately complex to complex…&hellip;
Skills: Relational databases, Visual Studio, Microsoft SQL Server, Databases, SQL",0,1,0
Software Engineer,Small,East,165000.0,"Articulating technical concepts to a mixed audience of technical and non-technical stakeholders. Develop and deliver code across the full stack, driving…&hellip;
Skills: Data modeling, React, Kubernetes, Java, AWS",0,0,0
Software Engineer,Small,East,147500.0,"Bachelor's or Master's degree in Computer Science, Engineering, or a related field (or equivalent experience). Building low-latency and high-volume APIs.&hellip;
Skills: Computer science, Microservices, AWS, Docker, PostgreSQL",0,0,0
Software Engineer,Small,East,177500.0,"Leading major backend engineering projects from ideation to implementation, deployment, documentation, and ongoing iteration.&hellip;
Skills: CNC programming, CI/CD, Data modeling, Kubernetes, Ansible",0,1,0
Software Engineer,Small,East,190500.0,"Be responsible for roughly 80-90% hands-on coding and serve as a technical leader by mentoring junior engineers and applying technical expertise to challenging…&hellip;
Skills: CI/CD, Backbone.js, Computer science, React, Relational databases",0,1,0
Software Engineer,Small,East,90500.0,"Author and manage technical documentation that concisely describes design and implementation details. The Bioinformatics Software Engineer will collaborate with…&hellip;
Skills: Node.js, React, Kubernetes, Git, Research",0,0,0
Software Engineer,Small,East,167500.0,"Understand and discuss technical concepts with technical and non-technical staff. Comfortable speaking and interacting with technical and non-technical people.&hellip;
Skills: Computer science, Kubernetes, C#, Test automation, Microsoft SQL Server",0,1,0
Software Engineer,Small,East,140000.0,"Continuously iterate on the engineering process and culture. The first product we are building is a mobile app that connects your health data across different…&hellip;
Skills: TypeScript, Python",0,0,0
Software Engineer,Large,East,117000.0,"Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.&hellip;
Skills: Computer science, iOS, Windows, Android, Java",0,0,0
Software Engineer,Small,East,212500.0,"Develop and maintain automation tools to streamline operations and improve system efficiency. Work closely with fellow software engineers, support, and…&hellip;
Skills: CI/CD, Java, Linux, Communication skills, Python",1,1,0
Artificial Intelligence,Small,East,225000.0,"By making GAI more accessible for both technical and non-technical users across the firm, you’ll drive substantial business impact.&hellip;
Skills: Software development, AI",0,0,0
Software Engineer,Small,East,140000.0,"Your core responsibility will be to work with other engineers on building the tenant and property owner facing features of our software product, as well as…&hellip;
Skills: Cloud infrastructure, Bootstrap, React, System design, English",1,0,0
Software Engineer,Large,East,146993.0,"Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.&hellip;
Skills: Computer science, Spark, C++, 3ds Max, C",0,1,0
Software Engineer,Small,East,158500.0,"You will be responsible for leading projects from inception to production while partnering closely with product, design, and business partners.&hellip;
Skills: Microsoft Excel, React, Web development, Research, SQL",0,1,0
Software Engineer,Small,East,132500.0,"You will collaborate with cross-functional teams to design, implement, and test software that powers cutting-edge broadband devices, ensuring optimal…&hellip;
Skills: Management, Test automation, Git, Test-driven development, C++",0,1,1
Software Engineer,Small,East,123000.0,"Solid knowledge of computer field fundamentals for networking, database and algorithms. Design reasonable test plan according to the requirements and technical…&hellip;
Skills: CI/CD, Computer science, Go, iOS, Java",0,1,0
Software Engineer,Small,East,151840.0,"Strong communication skills to give team leads timely updates on status of work and call out when you are blocked. Salaried personnel receive paid time off.&hellip;
Skills: React, PHP, Product management, APIs, Communication skills",1,0,0
Software Engineer,Small,East,189000.0,"BA/BS in Computer Science, a related field, or a similar college level education. Strong foundation in data structures, algorithms and software design.&hellip;
Skills: Data structures, Java, C++, Python",0,1,0
Software Engineer,Small,East,93600.0,"Design, develop, and execute test scenarios against software products under development: Testing methods and types (regression, stress, reliability, etc.),…&hellip;
Skills: Test automation, Java, SQL, OOP, C++",0,1,0
Software Engineer,Small,East,49400.0,"In addition, you will complete forklift training and acquire your forklift operating license in order to assist in your learning of the products, testing of…&hellip;
Skills: C, SDLC",0,0,0
Software Engineer,Small,East,225000.0,"As a software engineer on this server engineering team, you will build on this foundation of products by driving the technical design, execution, and delivery…&hellip;
Skills: Computer science, JUnit, Java, AWS, Software development",0,0,0
Software Engineer,Small,East,100000.0,"Deep functional knowledge or hands on experience with making calls to Web Services. Bachelor’s Degree in Computer Science, Information Systems, Business…&hellip;
Skills: Computer science, Management, CSS, React, JavaScript",0,0,1
Software Engineer,Small,East,90000.0,"Safe Flight provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type…&hellip;
Skills: Computer science, C, Organizational skills, Communication skills, Python",1,0,0
Software Engineer,Small,East,140000.0,"We develop and deploy AI-native tools to assist physicians in selecting the most optimal treatments for their patients.&hellip;
Skills: Operating systems, React, Kubernetes, Software deployment, Application development",0,0,0
Software Engineer,Large,East,146993.0,"Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.&hellip;
Skills: Computer science, TCP, FPGA, OS Kernels, C++",0,1,0
Software Developer,Small,East,93600.0,"A bachelor's degree in Computer Science, Information Technology, or a related field. Collaborate with cross-functional teams to gather requirements and develop…&hellip;
Skills: Azure, Oracle, Web development, DevOps, .NET Core",0,1,0
Software Engineer,Small,East,87500.0,"Bachelor's degree in Computer Science, Information Technology, or a related field (or equivalent work experience).&hellip;
Skills: CI/CD, Computer science, Kubernetes, Ansible, DevOps",0,1,0
Software Engineer,Small,East,170000.0,"Strong ability to communicate effectively with both technical and non-technical audiences, adapting messaging to ensure clarity and alignment.&hellip;
Skills: Business intelligence, React, MongoDB, AWS, REST",0,0,0
Software Developer,Small,East,80000.0,"In this role you will apply software engineering principles to design, develop, maintain, test, and deploy client software projects while keeping your sights on…&hellip;
Skills: CI/CD, Computer science, MVC, CSS, Relational databases",0,1,0
Software Engineer,Small,East,200000.0,"Ability to communicate within and across teams, at a high and low level, on both technical and non-technical subjects.&hellip;
Skills: Java, C++, Linux, Communication skills, Python",1,1,0
Software Engineer,Small,East,70000.0,"Consult with Software Development Manager as needed to clarify project requirements, suggest improvements, and develop technical specifications.&hellip;
Skills: Jira, CI/CD, CSS, JUnit, React",0,1,0
Software Engineer,Small,East,110000.0,"We are looking for highly ambitious and tremendously driven individuals who can take the lead in driving various aspects of the company, and help us shape its…&hellip;
Skills: Computer science, React, Machine learning, Natural language processing, AI",0,0,0
Software Engineer,Small,East,300000.0,"BS in Comp Sci/ Mathematics/ Physics or similarly related field. MSCS or similarly related field. Our client is looking at a base of $130,000-180,000 for this…&hellip;
Skills: Data structures, AWS, Machine learning, Python",0,0,0
Software Engineer,Small,East,90000.0,"Proven experience developing and customizing Odoo software, especially CRM systems. This role will involve developing tailored solutions and ensuring the CRM…&hellip;
Skills: CRM software, Software development, Python",0,0,0
Software Engineer,Small,East,165000.0,"Create AI-powered features that help clinicians work at the top of their license. Collaborating with our clinical team to understand user needs and translate…&hellip;
Skills: CI/CD, Cloud infrastructure, Software deployment, DevOps, AI",0,1,0
Software Engineer,Small,East,102000.0,"Role: Software Developer Duration: 12+ months Location: Hybrid- Albany,…&hellip;",0,0,0
Software Engineer,Large,East,117000.0,"Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent…&hellip;
Skills: Computer science, C++, C, Machine learning, Distributed systems",0,1,0
Software Engineer,Small,East,90000.0,"Computer Science, Data Science, or a related field. Translate them into technical specifications for enhancements. Strong programming skills in Python.&hellip;
Skills: Authentication, Search engines, Elasticsearch, Data modeling, Management",0,0,1
Software Developer,Small,East,58240.0,"*Utilize Webflow* to design and build *responsive, visually appealing, and functional* websites and landing pages. *Weekly salary* (based on experience).&hellip;
Skills: Web accessibility, Web design, Website maintenance, Adobe Photoshop, CSS",0,0,0
Software Engineer,Small,East,83200.0,"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, C#, English, SQL, C++",1,1,0
Software Engineer,Small,East,177000.0,"Effectively and respectfully drive technical team interactions, persuasively influencing architecture, software design, implementation, and incident recovery.&hellip;
Skills: CI/CD, Go, Java, Analysis skills, Human resources",0,1,0
Software Developer,Small,East,208000.0,"Contribute to the identification and analysis of 3-4 key use cases, driving the design and development process. Salaried personnel receive paid time off.&hellip;
Skills: Human capital management, Payroll, Communication skills, Workday",1,0,0
Software Engineer,Small,East,165000.0,"You will have the opportunity to help a variety of property companies from large well-known owners (like Related, Blackstone, Douglas Elliman, Lefrak) to…&hellip;
Skills: Python",0,0,0
